,res_id,name,establishment,url,address,city,city_id,locality,latitude,longitude,country_id,locality_verbose,cuisines,timings,average_cost_for_two,highlights,aggregate_rating,rating_text,votes,photo_count,opentable_support,delivery,takeaway,type
0,3500024,Doon Darbar,Casual Dining,https://www.zomato.com/dehradun/doon-darbar-paltan-bazaar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"35, Gandhi Road, Tehsil Chowk, Dhamawala Mohalla, Race Course, Dehradun, Uttarakhand",Dehradun,35,Paltan Bazaar,30.32015309,78.04025598,1,"Paltan Bazaar, Dehradun","North Indian, Mughlai","11am – 11pm (Mon, Tue, Thu, Fri, Sat, Sun), 12midnight – 11:59am, 2:15pm – 12midnight (Wed)",500,"Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Digital Payments Accepted",4.3,Very Good,1364,251,0.0,1,-1,Casual Dining
1,3500424,Gaylord Xpress,Quick Bites,https://www.zomato.com/dehradun/gaylord-xpress-paltan-bazaar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"9, Near Samsung Shop, Paltan Bazaar, Dehradun",Dehradun,35,Paltan Bazaar,30.324000800000004,78.04156280000001,1,"Paltan Bazaar, Dehradun",Fast Food,Mon-Sun (10 AM to 11:59 PM),200,"Cash, Lunch, No Alcohol Available, Credit Card, Dinner, Takeaway Available, Indoor Seating",3.8,Good,767,137,0.0,1,-1,Quick Bites
2,3500218,Uss Da Dhaba,Dhaba,https://www.zomato.com/dehradun/uss-da-dhaba-1-race-course?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Hotel Saurab, 3 Court Road, Race Course, Dehradun",Dehradun,35,Race Course,30.31586529,78.0392877,1,"Race Course, Dehradun",North Indian,"11:44am – 10:25pm (Mon-Wed),11:45am – 10:25pm (Thu-Fri),12midnight – 10:28pm, 10:39pm – 12midnight (Sat),Closed (Sun)",350,"Lunch, Cash, No Alcohol Available, Dinner, Delivery, Breakfast, Indoor Seating, Pure Veg",4.2,Very Good,719,25,0.0,1,-1,Dhaba
3,18754629,Dominos Pizza,Quick Bites,https://www.zomato.com/dehradun/dominos-pizza-rajpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"65- A Ground Floor, Rajpur, Dehradun",Dehradun,35,Rajpur,30.33385,78.051497,1,"Rajpur, Dehradun","Pizza, Fast Food",10:57 AM to 11 PM,400,"No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Free Parking, Indoor Seating, Air Conditioned",3.9,Good,488,110,0.0,-1,-1,Quick Bites
4,3502144,Mannu Fast Food,Quick Bites,https://www.zomato.com/dehradun/mannu-fast-food-raipur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1334, Ladpur, Raipur, Dehradun",Dehradun,35,Raipur,30.31999912,78.07712729999999,1,"Raipur, Dehradun","Fast Food, North Indian, Chinese",8am – 11pm (Mon-Sun),250,"Dinner, Cash, Delivery, Lunch, Takeaway Available, Outdoor Seating",4.6,Excellent,558,21,0.0,1,-1,Quick Bites
5,3501364,Chicago BR,Quick Bites,https://www.zomato.com/dehradun/chicago-br-karanpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4 Karanpur, Near DAV College Road, Dehradun",Dehradun,35,Karanpur,30.32857474,78.05752203,1,"Karanpur, Dehradun","Rolls, Momos, North Indian, Fast Food, Pizza, Desserts",11am – 11pm (Mon-Sun),500,"Dinner, Cash, Lunch, Takeaway Available, Indoor Seating, Digital Payments Accepted",4.1,Very Good,364,111,0.0,1,-1,Quick Bites
6,18391854,Burger King,Quick Bites,https://www.zomato.com/dehradun/burger-king-jakhan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 1, 3rd Floor, Pacific Mall, Rajpur Road, Jakhan, Dehradun",Dehradun,35,"Pacific Mall, Jakhan",30.3664884,78.07020485,1,"Pacific Mall, Jakhan, Dehradun","Burger, Fast Food, Beverages",11 AM to 11 PM (Mon-Sun),500,"Debit Card, Takeaway Available, Cash, Lunch, Mall Parking, No Alcohol Available, Credit Card, Dinner, Digital Payments Accepted, Indoor Seating, Air Conditioned, Axis Bank - Dining Delights",4.2,Very Good,380,197,0.0,1,-1,Quick Bites
7,3500017,Anandam,Casual Dining,https://www.zomato.com/dehradun/anandam-hathibarkala-salwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"69, Krishna Tower, Rajpur Road, Hathibarkala Salwala, Dehradun",Dehradun,35,Hathibarkala Salwala,30.33507166,78.05326067,1,"Hathibarkala Salwala, Dehradun","Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",8 AM to 10 PM,650,"Credit Card, Dinner, Cash, Lunch, Breakfast, Debit Card, Pure Veg, Air Conditioned, Indoor Seating",4.3,Very Good,426,366,0.0,1,-1,Casual Dining
8,3500484,Kalsang AMA Cafe,Café,https://www.zomato.com/dehradun/kalsang-ama-cafe-hathibarkala-salwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"88, Opposite Osho, Chander Lok Colony, Rajpur Road, Hathibarkala Salwala, Dehradun",Dehradun,35,Hathibarkala Salwala,30.34685679,78.06239963,1,"Hathibarkala Salwala, Dehradun",Cafe,10 AM to 11 PM,750,"No Alcohol Available, Dinner, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Desserts and Bakes, Outdoor Seating, Air Conditioned, Wifi, Indoor Seating, Free Wifi",4.8,Excellent,915,1394,0.0,-1,-1,Café
9,3500153,Dominos Pizza,Quick Bites,https://www.zomato.com/dehradun/dominos-pizza-majra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"GF, New Khasra 583 K, Opposite ITI, Saharanpur Road, Majra, Dehradun",Dehradun,35,Majra,30.29965,78.00686999999999,1,"Majra, Dehradun","Pizza, Fast Food",10:57 AM to 12 Midnight,400,"Lunch, Delivery, Debit Card, No Alcohol Available, Dinner, Cash, Credit Card, Indoor Seating, Air Conditioned",3.9,Good,377,39,0.0,-1,-1,Quick Bites
10,3500062,Dominos Pizza,Quick Bites,https://www.zomato.com/dehradun/dominos-pizza-dharampur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop G-001, Ground Floor, Shree Tower, Village Chak Ajabpur Kalan, Dharampur, Dehradun",Dehradun,35,Dharampur,30.29313,78.05897,1,"Dharampur, Dehradun","Pizza, Fast Food",10:57 AM to 11 PM,400,"Lunch, Cash, Takeaway Available, Debit Card, No Alcohol Available, Dinner, Delivery, Credit Card, Indoor Seating, Digital Payments Accepted, Free Parking, Air Conditioned",3.6,Good,418,52,0.0,-1,-1,Quick Bites
11,18408585,Punjab Grill,Casual Dining,https://www.zomato.com/dehradun/punjab-grill-jakhan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot 22, Opposite Old Kanta, Rajpur Road, Jakhan, Dehradun",Dehradun,35,Jakhan,30.36003667,78.06723565,1,"Jakhan, Dehradun","Mughlai, North Indian",12 Noon to 11 PM,1250,"Cash, Takeaway Available, Delivery, Serves Alcohol, Debit Card, Dinner, Credit Card, Lunch, Air Conditioned, Free Wifi, Indoor Seating, Table booking recommended, Fullbar, Wheelchair Accessible, Free Parking, Smoking Area, Digital Payments Accepted, Live Sports Screening",4.7,Excellent,869,276,0.0,1,-1,Casual Dining
12,3500011,Kalsang Friends Corner,Casual Dining,https://www.zomato.com/dehradun/kalsang-friends-corner-hathibarkala-salwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"88 A, Chander Lok Colony, Rajpur Road, Hathibarkala Salwala, Dehradun",Dehradun,35,Hathibarkala Salwala,30.34687184,78.06250859,1,"Hathibarkala Salwala, Dehradun","Chinese, Thai, Tibetan, Momos",12 Noon to 10:30 PM (Mon-Sun),800,"Cash, Lunch, Dinner, No Alcohol Available, Takeaway Available, Credit Card, Debit Card, Outdoor Seating, Smoking Area, Indoor Seating, Air Conditioned, Live Sports Screening",4.4,Very Good,854,935,0.0,-1,-1,Casual Dining
13,18699236,Tuhada Dhaba,Dhaba,https://www.zomato.com/dehradun/tuhada-dhaba-majra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Niranjanpur, Saharanpur Road, Majra, Dehradun",Dehradun,35,Majra,30.30219837,78.01016159,1,"Majra, Dehradun",North Indian,"11am – 10:30pm (Mon, Tue, Thu, Fri, Sat, Sun), 11:30am – 10:30pm (Wed)",200,"No Alcohol Available, Dinner, Breakfast, Takeaway Available, Cash, Lunch, Indoor Seating",4.0,Very Good,324,17,0.0,1,-1,Dhaba
14,3500456,Chilliz,Casual Dining,https://www.zomato.com/dehradun/chilliz-dharampur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Dharampur, Dehradun",Dehradun,35,Dharampur,30.30471272,78.05062951,1,"Dharampur, Dehradun","Mughlai, North Indian, Chinese",8:30 AM to 12 Midnight,500,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Indoor Seating, Air Conditioned",4.0,Very Good,329,36,0.0,1,-1,Casual Dining
15,18351825,Walk In Woods,Casual Dining,https://www.zomato.com/dehradun/walk-in-woods-ballupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Walk In Woods Restaurant, 323, Ballupur, GMS Road",Dehradun,35,Ballupur,30.33160983,78.01120162,1,"Ballupur, Dehradun","North Indian, Chinese, Mughlai, Pizza",10 AM to 11 PM (Mon-Sun),500,"Lunch, Cash, Debit Card, Takeaway Available, Breakfast, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Smoking Area, Live Sports Screening, Table booking recommended, Free Parking, Indoor Seating, Kid Friendly, All Day Breakfast, Group Meal",4.1,Very Good,347,79,0.0,1,-1,Casual Dining
16,3500437,Walk In Woods,Casual Dining,https://www.zomato.com/dehradun/walk-in-woods-chironwali?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"K-32 Mandakni Vihar, Sahastradhara Road, Chironwali, Dehradun",Dehradun,35,Chironwali,30.34624774,78.07530541,1,"Chironwali, Dehradun","North Indian, Pizza, Chinese, Mughlai",10 AM to 11 PM (Mon-Sun),700,"Dinner, Delivery, Credit Card, Lunch, Takeaway Available, Outdoor Seating, Air Conditioned, Table booking recommended, Wifi",4.3,Very Good,457,51,0.0,1,-1,Casual Dining
17,3500060,Dominos Pizza,Quick Bites,https://www.zomato.com/dehradun/dominos-pizza-jakhan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Upper Ground Floor, Pacific Mall, Rajpur Road, Jakhan, Dehradun",Dehradun,35,"Pacific Mall, Jakhan",30.36653902,78.07051599,1,"Pacific Mall, Jakhan, Dehradun","Pizza, Fast Food",10:57 AM to 11 PM,400,"Lunch, Delivery, Credit Card, Mall Parking, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Digital Payments Accepted",4.1,Very Good,301,157,0.0,-1,-1,Quick Bites
18,3500896,Singh Darbar,Quick Bites,https://www.zomato.com/dehradun/singh-darbar-karanpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OPP 94, Royal Enfield Showroom. Karanpur, Near Survey Chowk Dehradun.",Dehradun,35,Karanpur,30.32582201,78.05305347,1,"Karanpur, Dehradun",North Indian,9 AM to 11:30 PM,150,"Credit Card, Delivery, Breakfast, Lunch, Cash, Debit Card, Takeaway Available, No Alcohol Available, Dinner, Indoor Seating",3.4,Average,296,9,0.0,1,-1,Quick Bites
19,3500969,Cafe De Piccolo,Café,https://www.zomato.com/cafedepiccolo?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"180 Rajpur Road, Dehra Dun, Rajpur, Dehradun",Dehradun,35,Rajpur,30.37547011,78.08252525,1,"Rajpur, Dehradun","Cafe, Italian",11 AM to 10 PM,400,"Credit Card, Takeaway Available, Breakfast, No Alcohol Available, Cash, Lunch, Free Parking, Indoor Seating, Table booking recommended",4.4,Very Good,422,475,0.0,-1,-1,Café
20,3500078,Orchard,Casual Dining,https://www.zomato.com/dehradun/orchard-rajpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3 D, Dak Patti, Near Mdda Park, Rajpur, Dehradun",Dehradun,35,Rajpur,30.38924336,78.09478294,1,"Rajpur, Dehradun","Chinese, Tibetan, Thai, Momos","12:30 PM to 10 PM (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue)",800,"Cash, Debit Card, Dinner, Credit Card, Lunch, Takeaway Available, Free Parking, Live Music, Free Wifi, Table Reservation Not Required, Outdoor Seating, Wifi",4.6,Excellent,788,776,0.0,-1,-1,Casual Dining
21,3501639,70 Percent Restro Cafe,Café,https://www.zomato.com/dehradun/70-percent-restro-cafe-3-ballupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Mahadev Tower, General Mahadev Singh Road, Maharani Bagh Phase 1, Ballupur, Dehradun",Dehradun,35,Ballupur,30.33184829,78.01063981,1,"Ballupur, Dehradun","Cafe, Italian, Continental, Healthy Food, Momos",12noon – 11pm (Mon-Sun),600,"Cash, Debit Card, Lunch, Credit Card, Dinner, Takeaway Available, Private Dining Area Available, Table booking recommended, Board Games, Free Parking, Keto Options, Indoor Seating, All Day Breakfast, Desserts and Bakes, Air Conditioned, Kid Friendly, Live Sports Screening, Sports TV, Vegan Options, Outdoor Seating, Digital Payments Accepted, Brunch, Catering Available, Available for Functions",4.5,Excellent,380,416,0.0,1,-1,Café
22,3500505,Barbeque Nation,Casual Dining,https://www.zomato.com/dehradun/barbeque-nation-hathibarkala-salwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Chaudhary Plaza, Rajpur Road, Hathibarkala Salwala, Dehradun",Dehradun,35,Hathibarkala Salwala,30.34277126,78.06127846,1,"Hathibarkala Salwala, Dehradun","North Indian, Mediterranean, BBQ, Chinese","12 Noon to 3:30 PM, 6:30 PM to 11:30 PM",1200,"Dinner, Cash, Takeaway Available, Lunch, Credit Card, Debit Card, Indoor Seating, Buffet, Free Parking, Table booking recommended, Air Conditioned",4.9,Excellent,721,964,0.0,-1,-1,Casual Dining
23,3500058,Dominos Pizza,Quick Bites,https://www.zomato.com/dehradun/dominos-pizza-balliwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Plot M.P. 1, Vikas Cinemall, Unit 21, Balliwala, Dehradun",Dehradun,35,Balliwala,30.32269,78.00281,1,"Balliwala, Dehradun","Pizza, Fast Food",10:57 AM to 11 PM,400,"No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Free Parking, Indoor Seating, Air Conditioned",3.9,Good,381,79,0.0,-1,-1,Quick Bites
24,18416632,The Great Indian Pub,Casual Dining,https://www.zomato.com/dehradun/the-great-indian-pub-jakhan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"138/345, Rajpur Road, Jakhan, Dehradun",Dehradun,35,Jakhan,30.36159338,78.06795515,1,"Jakhan, Dehradun","North Indian, Italian, Finger Food","12noon – 10:45pm (Mon, Tue, Wed, Thu, Fri, Sun), 12noon – 11:15pm (Sat)",1200,"Takeaway Available, Serves Alcohol, Credit Card, Cash, Delivery, Lunch, Dinner, Debit Card, Indoor Seating, Wifi, Fullbar, Free Parking, Wheelchair Accessible, Free Wifi, Outdoor Seating, Nightlife, Air Conditioned, Live Sports Screening, Live Music, Table reservation required, Live Entertainment, Digital Payments Accepted, Above 18 Only, Karaoke",4.4,Very Good,360,965,0.0,1,-1,Casual Dining
25,3500193,KC Soup Bar,Dhaba,https://www.zomato.com/dehradun/kc-soup-bar-jakhan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"136/4, Rajpur Road, Jakhan, Dehradun",Dehradun,35,Jakhan,30.36011305,78.06749448,1,"Jakhan, Dehradun","Fast Food, Chinese, Tibetan, Momos",10:30 AM to 10:30 PM,250,"Cash, No Alcohol Available, Debit Card, Delivery, Lunch, Takeaway Available, Dinner, Credit Card, Outdoor Seating, Indoor Seating, Digital Payments Accepted, Free Parking",4.0,Very Good,287,170,0.0,1,-1,Dhaba
26,3500250,Elloras Melting Moments,Bakery,https://www.zomato.com/dehradun/elloras-melting-moments-chukkuwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"29, Rajpur Road, Dobhalwala, Chukkuwala, Dehradun",Dehradun,35,Chukkuwala,30.329815000000004,78.046835,1,"Chukkuwala, Dehradun","Desserts, Bakery, Fast Food",8 AM to 10 PM,250,"Cash, Takeaway Available, Debit Card, No Alcohol Available, Delivery, Credit Card, Free Parking, Pre-Ordering Required, Digital Payments Accepted, Indoor Seating, Air Conditioned, Desserts and Bakes",4.3,Very Good,333,269,0.0,-1,-1,Bakery
27,18440677,Jalapenos,Café,https://www.zomato.com/dehradun/jalapenos-malsi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Mussourie Diversion, Pacific Hills, Malsi Road, Malsi, Dehradun",Dehradun,35,Malsi,30.37258043,78.07680275,1,"Malsi, Dehradun","Cafe, Mexican",11 AM to 11 PM (Mon-Sun),500,"Cash, Breakfast, Dinner, Takeaway Available, Lunch, No Alcohol Available, Free Parking, Table Reservation Not Required, Indoor Seating, Digital Payments Accepted, Smoking Area",4.5,Excellent,379,511,0.0,1,-1,Café
28,18407738,Uncle M Hungry,Casual Dining,https://www.zomato.com/dehradun/uncle-m-hungry-jakhan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Doon Vihar, Opposite Petrol Pump, Jakhan, Dehradun",Dehradun,35,Jakhan,30.36411461,78.06924935,1,"Jakhan, Dehradun","North Indian, Biryani, Fast Food, Chinese, Momos, Continental",24 Hours (Mon-Sun),550,"No Alcohol Available, Dinner, Cash, Delivery, Credit Card, Lunch, Takeaway Available, Debit Card, Outdoor Seating, Group Meal, Indoor Seating, Digital Payments Accepted, Wheelchair Accessible",4.1,Very Good,201,136,0.0,1,-1,Casual Dining
29,3500691,Nanys Bakery,Bakery,https://www.zomato.com/dehradun/nanys-bakery-karanpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2,Old survey road,opposite cross roads mall,Dehradun",Dehradun,35,Karanpur,30.33215214,78.05358086,1,"Karanpur, Dehradun","Bakery, Fast Food, Italian, Chinese, Momos",8:30 AM to 9:30 PM (Mon-Sun),300,"Cash, Debit Card, Delivery, Breakfast, Lunch, Credit Card, Takeaway Available, Dinner, Indoor Seating, Digital Payments Accepted, Outdoor Seating, Air Conditioned, Desserts and Bakes",4.1,Very Good,152,152,0.0,-1,-1,Bakery
30,3500832,Pizza Italia,Quick Bites,https://www.zomato.com/dehradun/pizza-italia-karanpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"104, EC Road, Opp. SGRR School, Karanpur, Dehradun, Uttarakhand",Dehradun,35,Karanpur,30.32724329,78.05245402,1,"Karanpur, Dehradun","Pizza, Fast Food",11 AM to 11 PM,350,"Lunch, Cash, Takeaway Available, No Alcohol Available, Dinner, Delivery, Credit Card, Indoor Seating, Air Conditioned, Kid Friendly",3.8,Good,247,47,0.0,1,-1,Quick Bites
31,3501828,Angeethi Restaurant,Quick Bites,https://www.zomato.com/dehradun/angeethi-restaurant-dharampur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B 29, Nehru Colony, Dharampur, Dehradun",Dehradun,35,Dharampur,30.30234653,78.05196447,1,"Dharampur, Dehradun","Fast Food, North Indian",5 PM to 10 PM,200,"Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating",4.1,Very Good,236,27,0.0,1,-1,Quick Bites
32,3501434,Pahalwan Paratha Dhabba,Dhaba,https://www.zomato.com/dehradun/pahalwan-paratha-dhabba-prem-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"72, Chakarata Road, Kehri Gaon, Prem Nagar, Dehradun",Dehradun,35,Prem Nagar,30.34087861,77.95522492,1,"Prem Nagar, Dehradun",North Indian,8 AM to 12 Midnight,400,"Dinner, Takeaway Available, Delivery, Lunch, Cash, Breakfast, Indoor Seating",4.0,Very Good,182,8,0.0,1,-1,Dhaba
33,3500010,Black Pepper Restaurant,Casual Dining,https://www.zomato.com/dehradun/black-pepper-restaurant-karanpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3, First & Second Floor, Astley Hall, Rajpur Road, Karanpur",Dehradun,35,Karanpur,30.32791319,78.04636471,1,"Karanpur, Dehradun","North Indian, Chinese, Continental",11 AM to 11 PM (Mon-Sun),1000,"Delivery, Lunch, Debit Card, Dinner, Credit Card, Serves Alcohol, Cash, Indoor Seating, Fullbar, Table Reservation Not Required, Air Conditioned, Nightlife",4.1,Very Good,446,126,0.0,1,-1,Casual Dining
34,3500497,Mirabilia,Casual Dining,https://www.zomato.com/dehradun/mirabilia-karanpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"46, East Canal Road, Dehradun",Dehradun,35,Karanpur,30.3158375,78.04972049,1,"Karanpur, Dehradun","North Indian, South Indian, Continental",11 AM to 10:45 PM,1200,"Debit Card, Cash, Takeaway Available, Serves Alcohol, Delivery, Dinner, Credit Card, Lunch, Table booking recommended, Air Conditioned, Fullbar, Indoor Seating, Outdoor Seating, Wifi",4.6,Excellent,306,214,0.0,1,-1,Casual Dining
35,3500013,Dunkin Donuts,Quick Bites,https://www.zomato.com/dehradun/dunkin-donuts-jakhan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"UG 03, Pacific Mall, Rajpur Road, Jakhan, Dehradun",Dehradun,35,"Pacific Mall, Jakhan",30.366337100000003,78.07050694,1,"Pacific Mall, Jakhan, Dehradun","Cafe, Beverages, Burger, Desserts",11 AM to 11 PM (Mon-Sun),600,"Delivery, Debit Card, No Alcohol Available, Dinner, Mall Parking, Cash, Credit Card, Lunch, Outdoor Seating, Digital Payments Accepted, Desserts and Bakes, Indoor Seating, Air Conditioned",4.2,Very Good,264,411,0.0,1,-1,Quick Bites
36,3500452,KFC,Quick Bites,https://www.zomato.com/dehradun/kfc-jakhan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Pacific Mall, Rajpura Road, Jakhan, Dehradun",Dehradun,35,"Pacific Mall, Jakhan",30.36652195,78.07046101,1,"Pacific Mall, Jakhan, Dehradun","Burger, Fast Food",11 AM to 11 PM,450,"Cash, Credit Card, Delivery, Takeaway Available, Mall Parking, No Alcohol Available, Lunch, Dinner, Indoor Seating, Air Conditioned, Self Service",4.1,Very Good,243,93,0.0,1,-1,Quick Bites
37,3501035,Infamous Bistro & Bar,Café,https://www.zomato.com/dehradun/infamous-bistro-bar-jakhan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"163 Sai Tower, Jakhan Road, Dehradun",Dehradun,35,Jakhan,30.36884426,78.07470392,1,"Jakhan, Dehradun",Cafe,12 Noon to 11 PM,500,"Cash, Dinner, Debit Card, Takeaway Available, Lunch, Credit Card, Indoor Seating, Fullbar",4.1,Very Good,286,367,0.0,1,-1,Café
38,3500018,Town Table Restaurant,Fine Dining,https://www.zomato.com/dehradun/town-table-restaurant-hathibarkala-salwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"101, Rajpur Road, Hathibarkala Salwala, Dehradun",Dehradun,35,Hathibarkala Salwala,30.34082971,78.06024414,1,"Hathibarkala Salwala, Dehradun","North Indian, Chinese, Continental",12 Noon to 11 PM (Mon-Sun),1800,"Lunch, Delivery, Serves Alcohol, Cash, Dinner, Credit Card, Debit Card, Indoor Seating, 4/5 Star, Table Reservation Not Required, Serves Cocktails, Luxury Dining, Air Conditioned, Fullbar",4.2,Very Good,322,215,0.0,1,-1,Fine Dining
39,3500365,First Gear Cafe,Café,https://www.zomato.com/dehradun/first-gear-cafe-malsi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Khala Gaon, Near Shiv Mandir, Mussoorie road . Dehradun",Dehradun,35,Malsi,30.41165068,78.08498986,1,"Malsi, Dehradun","Cafe, Chinese",9 AM to 9 PM (Mon-Sun),700,"Cash, Takeaway Available, Lunch, Credit Card, No Alcohol Available, Dinner, Debit Card, Outdoor Seating",4.2,Very Good,401,429,0.0,-1,-1,Café
40,3501134,Super Donuts,Dessert Parlour,https://www.zomato.com/dehradun/super-donuts-hathibarkala-salwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5, Lower Ground Floor, World Trade Tower, Rajpur Road, Chironwaii, Dehradun, Hathibarkala Salwala, Dehradun",Dehradun,35,Hathibarkala Salwala,30.3400425,78.06005078,1,"Hathibarkala Salwala, Dehradun","American, Fast Food, Desserts, Cafe, Italian, Sandwich, Wraps, Burger",11 AM to 11 PM,400,"Cash, Dinner, Debit Card, Takeaway Available, Breakfast, Credit Card, Delivery, Desserts and Bakes, Digital Payments Accepted, Wifi, Air Conditioned, Indoor Seating, Free Wifi, Self Service",4.4,Very Good,258,589,0.0,1,-1,Dessert Parlour
41,3501219,Anandam,Sweet Shop,https://www.zomato.com/dehradun/anandam-ballupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"191/168 Chakrata Road, Ram Vihar, Ballupur, Dehradun",Dehradun,35,Ballupur,30.334112,78.015392,1,"Ballupur, Dehradun","Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",8 AM to 10 PM,650,Cash,4.3,Very Good,196,69,0.0,1,-1,Sweet Shop
42,3501340,Cafe Village Highway,Café,https://www.zomato.com/dehradun/cafe-village-highway-1-balliwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"01, Raj Vihar, Opposite F.R.I Chakarata Road, Dehradun, Dehradun, Balliwala, Dehradun",Dehradun,35,Balliwala,30.33242994,77.99996182,1,"Balliwala, Dehradun","Cafe, Indian, Italian","10am – 11pm (Mon-Sat),10pm – 11pm (Sun)",500,"Cash, Debit Card, Breakfast, Dinner, Takeaway Available, Credit Card, Lunch, Serves Alcohol, Outdoor Seating, Wine, Live Music, Indoor Seating, Digital Payments Accepted, Beer",4.1,Very Good,280,261,0.0,1,-1,Café
43,3501507,KFC,Quick Bites,https://www.zomato.com/dehradun/kfc-hathibarkala-salwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"65A, Rajpur Road, Hathibarkala Salwala, Dehradun",Dehradun,35,Hathibarkala Salwala,30.33360134,78.05156585,1,"Hathibarkala Salwala, Dehradun","Burger, Fast Food",11 AM to 11 PM,450,"Takeaway Available, Cash, Lunch, No Alcohol Available, Credit Card, Debit Card, Dinner, Indoor Seating, Free Parking, Digital Payments Accepted, Air Conditioned",4.0,Very Good,224,24,0.0,1,-1,Quick Bites
44,3500393,The Buffet Snack Shop,Bakery,https://www.zomato.com/dehradun/the-buffet-snack-shop-chukkuwala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"17/1, Rajpur Road, Chukkuwala, Dehradun",Dehradun,35,Chukkuwala,30.32692983,78.04495856,1,"Chukkuwala, Dehradun",Fast Food,10:30 AM to 10:30 PM,100,"No Alcohol Available, Cash, Lunch, Takeaway Available, Dinner, Pure Veg, Outdoor Seating, Indoor Seating, Free Parking",4.5,Excellent,404,82,0.0,-1,-1,Bakery
